scenario,variant,iter,op,cycles,time_us,energy_uj,heap_free,heap_min,stack_hwm_bytes
s2,ML-KEM-512,62,decaps,1722190,10765,2589,348192,346636,22348
s2,ML-KEM-512,63,keygen,1212143,7578,2054,348192,346636,22348
s2,ML-KEM-512,63,encaps,1425005,8910,2429,348192,346636,22348
s2,ML-KEM-512,63,decaps,1721510,10760,2977,348192,346636,22348
s2,ML-KEM-512,64,keygen,1210021,7564,1988,348192,346636,22348
s2,ML-KEM-512,64,encaps,1429734,8940,2619,348192,346636,22348
s2,ML-KEM-512,64,decaps,1722234,10765,2711,348192,346636,22348
s2,ML-KEM-512,65,keygen,1214721,7594,2025,348192,346636,22348
s2,ML-KEM-512,65,encaps,1427009,8923,2477,348192,346636,22348
s2,ML-KEM-512,65,decaps,1728118,10801,3129,348192,346636,22348
s2,ML-KEM-512,66,keygen,1208673,7556,1812,348192,346636,22348
s2,ML-KEM-512,66,encaps,1429014,8935,2527,348192,346636,22348
s2,ML-KEM-512,66,decaps,1724086,10777,3184,348192,346636,22348
s2,ML-KEM-512,67,keygen,1212081,7577,1847,348192,346636,22348
s2,ML-KEM-512,67,encaps,1430186,8943,2571,348192,346636,22348
s2,ML-KEM-512,67,decaps,1729206,10809,3291,348192,346636,22348
s2,ML-KEM-512,68,keygen,1212069,7577,2005,348192,346636,22348
s2,ML-KEM-512,68,encaps,1427683,8927,2384,348192,346636,22348
s2,ML-KEM-512,68,decaps,1721682,10761,2713,348192,346636,22348
s2,ML-KEM-512,69,keygen,1212477,7580,2040,348192,346636,22348
s2,ML-KEM-512,69,encaps,1425733,8915,2445,348192,346636,22348
s2,ML-KEM-512,69,decaps,1721298,10759,3077,348192,346636,22348
s2,ML-KEM-512,70,keygen,1210335,7567,1995,348192,346636,22348
s2,ML-KEM-512,70,encaps,1427937,8929,2509,348192,346636,22348
s2,ML-KEM-512,70,decaps,1718950,10744,3083,348192,346636,22348
s2,ML-KEM-512,71,keygen,1212673,7581,1999,348192,346636,22348
s2,ML-KEM-512,71,encaps,1424051,8904,2508,348192,346636,22348
s2,ML-KEM-512,71,decaps,1721660,10761,3078,348192,346636,22348
s2,ML-KEM-512,72,keygen,1210859,7570,2013,348192,346636,22348
s2,ML-KEM-512,72,encaps,1428953,8935,2521,348192,346636,22348
s2,ML-KEM-512,72,decaps,1719154,10746,3047,348192,346636,22348
s2,ML-KEM-512,73,keygen,1213917,7589,2083,348192,346636,22348
s2,ML-KEM-512,73,encaps,1425681,8914,2519,348192,346636,22348
s2,ML-KEM-512,73,decaps,1722520,10767,3014,348192,346636,22348
s2,ML-KEM-512,74,keygen,1213547,7586,2083,348192,346636,22348
s2,ML-KEM-512,74,encaps,1427323,8925,2482,348192,346636,22348
s2,ML-KEM-512,74,decaps,1719844,10750,2942,348192,346636,22348
s2,ML-KEM-512,75,keygen,1212491,7579,2061,348192,346636,22348
s2,ML-KEM-512,75,encaps,1425263,8912,2481,348192,346636,22348
s2,ML-KEM-512,75,decaps,1724264,10778,2923,348192,346636,22348
s2,ML-KEM-512,76,keygen,1210611,7569,2048,348192,346636,22348
s2,ML-KEM-512,76,encaps,1428843,8935,2447,348192,346636,22348
s2,ML-KEM-512,76,decaps,1722644,10768,2595,348192,346636,22348
s2,ML-KEM-512,77,keygen,1213803,7589,2083,348192,346636,22348
s2,ML-KEM-512,77,encaps,1426487,8919,2467,348192,346636,22348
s2,ML-KEM-512,77,decaps,1724384,10779,2945,348192,346636,22348
s2,ML-KEM-512,78,keygen,1209665,7562,2006,348192,346636,22348
s2,ML-KEM-512,78,encaps,1428604,8933,2378,348192,346636,22348
s2,ML-KEM-512,78,decaps,1723358,10772,3209,348192,346636,22348
s2,ML-KEM-512,79,keygen,1214613,7593,2033,348192,346636,22348
s2,ML-KEM-512,79,encaps,1426081,8917,2345,348192,346636,22348
s2,ML-KEM-512,79,decaps,1725478,10785,2714,348192,346636,22348
s2,ML-KEM-512,80,keygen,1213101,7584,2008,348192,346636,22348
s2,ML-KEM-512,80,encaps,1427637,8927,2452,348192,346636,22348
s2,ML-KEM-512,80,decaps,1719112,10745,3057,348192,346636,22348
s2,ML-KEM-512,81,keygen,1211665,7575,1999,348192,346636,22348
s2,ML-KEM-512,81,encaps,1427435,8925,2434,348192,346636,22348
s2,ML-KEM-512,81,decaps,1722346,10766,3080,348192,346636,22348
s2,ML-KEM-512,82,keygen,1212899,7582,2000,348192,346636,22348
s2,ML-KEM-512,82,encaps,1427495,8925,2427,348192,346636,22348
s2,ML-KEM-512,82,decaps,1719540,10748,3069,348192,346636,22348
s2,ML-KEM-512,83,keygen,1213517,7586,1970,348192,346636,22348
s2,ML-KEM-512,83,encaps,1425089,8911,2467,348192,346636,22348
s2,ML-KEM-512,83,decaps,1722846,10769,3053,348192,346636,22348
s2,ML-KEM-512,84,keygen,1210063,7565,1961,348192,346636,22348
s2,ML-KEM-512,84,encaps,1427333,8924,2477,348192,346636,22348
s2,ML-KEM-512,84,decaps,1722288,10765,2736,348192,346636,22348
s2,ML-KEM-512,85,keygen,1215517,7599,2064,348192,346636,22348
s2,ML-KEM-512,85,encaps,1425985,8916,2530,348192,346636,22348
s2,ML-KEM-512,85,decaps,1727918,10800,3143,348192,346636,22348
s2,ML-KEM-512,86,keygen,1211055,7571,1860,348192,346636,22348
s2,ML-KEM-512,86,encaps,1428557,8933,2539,348192,346636,22348
s2,ML-KEM-512,86,decaps,1723164,10771,3159,348192,346636,22348
s2,ML-KEM-512,87,keygen,1208927,7558,1913,348192,346636,22348
s2,ML-KEM-512,87,encaps,1430132,8942,2664,348192,346636,22348
s2,ML-KEM-512,87,decaps,1728762,10806,3249,348192,346636,22348
s2,ML-KEM-512,88,keygen,1236145,7728,2039,348192,346636,22348
s2,ML-KEM-512,88,encaps,1451832,9078,2736,348192,346636,22348
s2,ML-KEM-512,88,decaps,1746904,10919,3203,348192,346636,22348
s2,ML-KEM-512,89,keygen,1212211,7578,2034,348192,346636,22348
s2,ML-KEM-512,89,encaps,1426156,8918,2437,348192,346636,22348
s2,ML-KEM-512,89,decaps,1727154,10796,3148,348192,346636,22348
s2,ML-KEM-512,90,keygen,1210729,7569,2007,348192,346636,22348
s2,ML-KEM-512,90,encaps,1428228,8930,2444,348192,346636,22348
s2,ML-KEM-512,90,decaps,1722654,10768,3184,348192,346636,22348
s2,ML-KEM-512,91,keygen,1213307,7585,2066,348192,346636,22348
s2,ML-KEM-512,91,encaps,1425267,8912,2452,348192,346636,22348
s2,ML-KEM-512,91,decaps,1725872,10787,2617,348192,346636,22348
s2,ML-KEM-512,92,keygen,1212615,7581,2098,348192,346636,22348
s2,ML-KEM-512,92,encaps,1428337,8931,2489,348192,346636,22348
s2,ML-KEM-512,92,decaps,1721114,10758,3018,348192,346636,22348
s2,ML-KEM-512,93,keygen,1211295,7572,1806,348192,346636,22348
s2,ML-KEM-512,93,encaps,1426522,8919,2372,348192,346636,22348
s2,ML-KEM-512,93,decaps,1726960,10794,3170,348192,346636,22348
