scenario,variant,iter,op,cycles,time_us,energy_uj,heap_free,heap_min,stack_hwm_bytes
s2,ML-KEM-768,66,keygen,2013765,12588,3695,346688,346476,17436
s2,ML-KEM-768,66,encaps,2371143,14822,3852,346688,346476,17436
s2,ML-KEM-768,66,decaps,2795028,17470,4862,346688,346476,17436
s2,ML-KEM-768,67,keygen,1990955,12446,3228,346688,346476,17436
s2,ML-KEM-768,67,encaps,2347887,14676,4316,346688,346476,17436
s2,ML-KEM-768,67,decaps,2775382,17347,5015,346688,346476,17436
s2,ML-KEM-768,68,keygen,1989951,12439,3755,346688,346476,17436
s2,ML-KEM-768,68,encaps,2347712,14675,4186,346688,346476,17436
s2,ML-KEM-768,68,decaps,2773657,17337,4891,346688,346476,17436
s2,ML-KEM-768,69,keygen,1993925,12464,3301,346688,346476,17436
s2,ML-KEM-768,69,encaps,2349417,14686,4367,346688,346476,17436
s2,ML-KEM-768,69,decaps,2773502,17336,4814,346688,346476,17436
s2,ML-KEM-768,70,keygen,1989671,12438,3779,346688,346476,17436
s2,ML-KEM-768,70,encaps,2347711,14675,4275,346688,346476,17436
s2,ML-KEM-768,70,decaps,2775496,17348,4915,346688,346476,17436
s2,ML-KEM-768,71,keygen,1991229,12447,3651,346688,346476,17436
s2,ML-KEM-768,71,encaps,2348481,14680,4343,346688,346476,17436
s2,ML-KEM-768,71,decaps,2773738,17337,5076,346688,346476,17436
s2,ML-KEM-768,72,keygen,1992643,12456,3774,346688,346476,17436
s2,ML-KEM-768,72,encaps,2348410,14679,4269,346688,346476,17436
s2,ML-KEM-768,72,decaps,2773533,17335,4943,346688,346476,17436
s2,ML-KEM-768,73,keygen,2016113,12602,3296,346688,346476,17436
s2,ML-KEM-768,73,encaps,2371551,14824,4433,346688,346476,17436
s2,ML-KEM-768,73,decaps,2797710,17487,5120,346688,346476,17436
s2,ML-KEM-768,74,keygen,1989919,12439,3741,346688,346476,17436
s2,ML-KEM-768,74,encaps,2348030,14677,4268,346688,346476,17436
s2,ML-KEM-768,74,decaps,2775684,17349,4952,346688,346476,17436
s2,ML-KEM-768,75,keygen,1992829,12457,3272,346688,346476,17436
s2,ML-KEM-768,75,encaps,2350797,14695,4392,346688,346476,17436
s2,ML-KEM-768,75,decaps,2774146,17339,4895,346688,346476,17436
s2,ML-KEM-768,76,keygen,1991093,12447,3734,346688,346476,17436
s2,ML-KEM-768,76,encaps,2347982,14676,4246,346688,346476,17436
s2,ML-KEM-768,76,decaps,2776232,17352,4964,346688,346476,17436
s2,ML-KEM-768,77,keygen,1992485,12455,3155,346688,346476,17436
s2,ML-KEM-768,77,encaps,2350803,14694,4431,346688,346476,17436
s2,ML-KEM-768,77,decaps,2772692,17331,4876,346688,346476,17436
s2,ML-KEM-768,78,keygen,1992393,12455,3660,346688,346476,17436
s2,ML-KEM-768,78,encaps,2350088,14690,4291,346688,346476,17436
s2,ML-KEM-768,78,decaps,2775452,17348,4998,346688,346476,17436
s2,ML-KEM-768,79,keygen,1992221,12454,3192,346688,346476,17436
s2,ML-KEM-768,79,encaps,2348138,14678,4432,346688,346476,17436
s2,ML-KEM-768,79,decaps,2772172,17327,4937,346688,346476,17436
s2,ML-KEM-768,80,keygen,1989961,12440,3674,346688,346476,17436
s2,ML-KEM-768,80,encaps,2348403,14679,4281,346688,346476,17436
s2,ML-KEM-768,80,decaps,2775320,17347,5021,346688,346476,17436
s2,ML-KEM-768,81,keygen,1993015,12459,3505,346688,346476,17436
s2,ML-KEM-768,81,encaps,2349371,14685,4330,346688,346476,17436
s2,ML-KEM-768,81,decaps,2775324,17347,5091,346688,346476,17436
s2,ML-KEM-768,82,keygen,1992715,12456,3684,346688,346476,17436
s2,ML-KEM-768,82,encaps,2348990,14682,4219,346688,346476,17436
s2,ML-KEM-768,82,decaps,2773848,17338,4942,346688,346476,17436
s2,ML-KEM-768,83,keygen,1993487,12462,3199,346688,346476,17436
s2,ML-KEM-768,83,encaps,2349655,14687,4402,346688,346476,17436
s2,ML-KEM-768,83,decaps,2772112,17327,4823,346688,346476,17436
s2,ML-KEM-768,84,keygen,1989100,12434,3672,346688,346476,17436
s2,ML-KEM-768,84,encaps,2348763,14681,4259,346688,346476,17436
s2,ML-KEM-768,84,decaps,2775994,17351,4877,346688,346476,17436
s2,ML-KEM-768,85,keygen,1992375,12455,3552,346688,346476,17436
s2,ML-KEM-768,85,encaps,2349123,14684,4259,346688,346476,17436
s2,ML-KEM-768,85,decaps,2775834,17350,5037,346688,346476,17436
s2,ML-KEM-768,86,keygen,1992355,12454,3704,346688,346476,17436
s2,ML-KEM-768,86,encaps,2348024,14677,4147,346688,346476,17436
s2,ML-KEM-768,86,decaps,2772544,17329,4819,346688,346476,17436
s2,ML-KEM-768,87,keygen,1992423,12455,3799,346688,346476,17436
s2,ML-KEM-768,87,encaps,2347037,14671,4202,346688,346476,17436
s2,ML-KEM-768,87,decaps,2776806,17356,4907,346688,346476,17436
s2,ML-KEM-768,88,keygen,1991113,12447,3658,346688,346476,17436
s2,ML-KEM-768,88,encaps,2349459,14686,4249,346688,346476,17436
s2,ML-KEM-768,88,decaps,2774270,17340,5024,346688,346476,17436
s2,ML-KEM-768,89,keygen,1993575,12462,3749,346688,346476,17436
s2,ML-KEM-768,89,encaps,2347492,14673,4239,346688,346476,17436
s2,ML-KEM-768,89,decaps,2775606,17349,4892,346688,346476,17436
s2,ML-KEM-768,90,keygen,1991333,12448,3328,346688,346476,17436
s2,ML-KEM-768,90,encaps,2352305,14703,4414,346688,346476,17436
s2,ML-KEM-768,90,decaps,2772240,17328,4846,346688,346476,17436
s2,ML-KEM-768,91,keygen,1991813,12451,3804,346688,346476,17436
s2,ML-KEM-768,91,encaps,2346652,14668,4268,346688,346476,17436
s2,ML-KEM-768,91,decaps,2776926,17357,4953,346688,346476,17436
s2,ML-KEM-768,92,keygen,1989703,12437,3305,346688,346476,17436
s2,ML-KEM-768,92,encaps,2350103,14690,4480,346688,346476,17436
s2,ML-KEM-768,92,decaps,2771944,17326,4880,346688,346476,17436
s2,ML-KEM-768,93,keygen,1991973,12452,3799,346688,346476,17436
s2,ML-KEM-768,93,encaps,2347603,14674,4323,346688,346476,17436
s2,ML-KEM-768,93,decaps,2776510,17354,5007,346688,346476,17436
s2,ML-KEM-768,94,keygen,1988353,12429,3636,346688,346476,17436
s2,ML-KEM-768,94,encaps,2351585,14699,4421,346688,346476,17436
s2,ML-KEM-768,94,decaps,2770898,17319,4909,346688,346476,17436
s2,ML-KEM-768,95,keygen,1993220,12460,3765,346688,346476,17436
s2,ML-KEM-768,95,encaps,2345960,14664,4284,346688,346476,17436
s2,ML-KEM-768,95,decaps,2776395,17354,4993,346688,346476,17436
s2,ML-KEM-768,96,keygen,1988869,12433,3538,346688,346476,17436
s2,ML-KEM-768,96,encaps,2349589,14687,4358,346688,346476,17436
s2,ML-KEM-768,96,decaps,2774966,17344,5118,346688,346476,17436
s2,ML-KEM-768,97,keygen,2013221,12585,3611,346688,346476,17436
s2,ML-KEM-768,97,encaps,2370256,14815,3903,346688,346476,17436
s2,ML-KEM-768,97,decaps,2796988,17482,4951,346688,346476,17436
s2,ML-KEM-768,98,keygen,1991221,12448,3646,346688,346476,17436
s2,ML-KEM-768,98,encaps,2348736,14681,4245,346688,346476,17436
s2,ML-KEM-768,98,decaps,2775160,17345,4969,346688,346476,17436
s2,ML-KEM-768,99,keygen,1994803,12469,3219,346688,346476,17436
s2,ML-KEM-768,99,encaps,2347914,14676,4418,346688,346476,17436
s2,ML-KEM-768,99,decaps,2773362,17334,4859,346688,346476,17436
